,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3852,3704,6405209000,"-- Autres chaussures à dessus en matières textiles, importées autres que
pour l?'industrie du montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3853,3705,6405901000,"-- Autres chaussures, présentées entièrement à l?'état démonté ou non
monté importées pour l?'industrie du montage du n° 64.05",10,1,,18,,,,,,"0,8","0,2","0,5"
3854,3706,6405909000,"-- Autres chaussures importées, du n° 64.05, autres que pour l?'industrie du
montage",20,1,,18,,,,,,"0,8","0,2","0,5"
3855,3707,6406100000,"- Dessus de chaussures et leurs parties, à l'exclusion des contreforts et
bouts durs",10,1,,18,,,,,,"0,8","0,2","0,5"
3856,3708,6406200000,"- Semelles extérieures et talons, en caoutchouc ou en matière plastique",10,1,,18,,,,,,"0,8","0,2","0,5"
3857,3709,6406901000,"-- Jambières, guêtres et articles similaires et leurs parties",10,1,,18,,,,,,"0,8","0,2","0,5"
3858,3710,6406902000,"-- Assemblages formés de dessus de chaussures fixés aux semelles
premières en toutes matières autres que le métal",10,1,,18,,,,,,"0,8","0,2","0,5"
3859,3711,6406909000,"-- Semelles intérieures amovibles, talonnettes et articles similaires
amovibles",10,1,,18,,,,,,"0,8","0,2","0,5"
3860,3712,6501000000,"Cloches non dressées (...) ni tournurées (...), plateaux (...), manchons (...)
même fendus ... sens de la hauteur, en feutre, pour chapeaux.",10,1,,18,,,,,,"0,8","0,2","0,5"
3861,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3862,3713,6502000000,"Cloches ou formes pour chapeaux, tressées ou fabriquées par
l'assemblage de bandes...non dressées (...) ni tournurées (...) ni garnies.",10,1,,18,,,,,,"0,8","0,2","0,5"
3863,3714,6504000000,"Chapeaux et autres coiffures, tressés ou fabriqués par l'assemblage de
bandes en toutes matières, même garnis.",20,1,,18,,,,,,"0,8","0,2","0,5"
3864,3715,6505001000,"- Résilles et filets à cheveux en toutes matières, même garnis",20,1,,18,,,,,,"0,8","0,2","0,5"
3865,3716,6505009000,"- Chapeaux et autres coiffures en bonneterie ou confectionnés à l'aide de
dentelles, feutre ou aut. prod. text. en pièces (...), même garnis",20,1,,18,,,,,,"0,8","0,2","0,5"
3866,3717,6506100000,"- Coiffures de sécurité, même garnies",10,1,,18,,,,,,"0,8","0,2","0,5"
3867,3718,6506910000,"-- Autres chapeaux et coiffures à l'exclusion des coiffures de sécurité, en
caoutchouc ou en matière plastique, même garnis",20,1,,18,,,,,,"0,8","0,2","0,5"
3868,3719,6506990000,"-- Autres chapeaux et coiffures à l'exclusion des coiffures de sécurité, en
d'autres matières, même garnis",20,1,,18,,,,,,"0,8","0,2","0,5"
3869,3720,6507000000,"Bandes pour garniture intérieure, coiffes, couvre-coiffures, carcasses,
visières et jugulaires pour la chapellerie.",10,1,,18,,,,,,"0,8","0,2","0,5"
3870,3721,6601100000,- Parasols de jardin et articles similaires,20,1,,18,,,,,,"0,8","0,2","0,5"
3871,3722,6601910000,"-- Parapluies, ombrelles et parasols (y compris les parapluies-cannes et
articles similaires) à mât ou manche télescopique",20,1,,18,,,,,,"0,8","0,2","0,5"
3872,3723,6601990000,"-- Parapluies, ombrelles et parasols (y compris les parapluies-cannes et
articles similaires) autres qu'à mât ou manche télescopique",20,1,,18,,,,,,"0,8","0,2","0,5"
3873,3724,6602000000,"Cannes, cannes-sièges, fouets, cravaches et articles similaires.",20,1,,18,,,,,,"0,8","0,2","0,5"
3874,3725,6603200000,"- Montures assemblées, même avec mâts ou manches, pour  parapluies,
ombrelles ou parasols",10,1,,18,,,,,,"0,8","0,2","0,5"
3875,3726,6603900000,"- Autres parties, garnitures et accessoires pour articles des n°s 66.01 ou
66.02",10,1,,18,,,,,,"0,8","0,2","0,5"
3876,3727,6701000000,"Peaux et autres parties d'oiseaux … art. en ces matières, autres que les
produits du n° 05.05 et les tuyaux et tiges de plumes, travaillés.",20,1,,18,,,,,,"0,8","0,2","0,5"
3877,3728,6702100000,"- Fleurs, feuillages et fruits et leurs parties, articles confectionnés en
fleurs,feuillages ou de fruits artificiels en matières plastiques",20,1,,18,,,,,,"0,8","0,2","0,5"
3878,3729,6702900000,"- Fleurs, feuillages et fruits et leurs parties, art. confectionnés en
fleurs,feuillages ou de fruits artificiels autres qu'en mat. plastiq.",20,1,,18,,,,,,"0,8","0,2","0,5"
3879,3730,6703000000,"Cheveux remis... ou autrement préparés; laine, poils et autres mat. textiles,
préparés pour la fabrication de perruques ou d'art. similaires",20,1,,18,,,,,,"0,8","0,2","0,5"
3880,3731,6704110000,-- Perruques complètes en matières textiles synthétiques,20,1,,18,,,,,,"0,8","0,2","0,5"
3881,3732,6704190000,"-- Barbes, sourcils, cils, mèches et articles analogues, en matières textiles
synthétiques",20,1,,18,,,,,,"0,8","0,2","0,5"
3882,3733,6704200000,"- Perruques, barbes, sourcils, cils, mèches et articles analogues en
cheveux; ouvrages en cheveux non dénommés ni compris ailleurs",20,1,,18,,,,,,"0,8","0,2","0,5"
3883,3734,6704900000,"- Perruques, barbes, sourcils, cils, mèches et articles analogues, en poils
ou autres matières textiles",20,1,,18,,,,,,"0,8","0,2","0,5"
3884,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3885,3735,6801000000,"Pavés, bordures de trottoirs et dalles de pavage, en pierres naturelles
(autres que l'ardoise).",10,1,,18,,,,,,"0,8","0,2","0,5"
3886,3736,6802100000,"- Carreaux, cubes, dés et similaires …dans un carré dont le côté est
inférieur à 7 cm; granulés, éclats et poudres, colorés artificiellement",20,1,,18,,,,,,"0,8","0,2","0,5"
3887,3737,6802210000,"-- Marbre, travertin, albâtre et ouvrages simplement taillés ou sciés et à
surface plane ou unie",20,1,,18,,,,,,"0,8","0,2","0,5"
3888,3738,6802230000,-- Granit et ouvragessimplement taillés ou sciés et à surface plane ou unie,20,1,,18,,,,,,"0,8","0,2","0,5"
3889,3739,6802290000,"-- Pierre de taille ou de construction et ouvrages, sauf marbre, travertin,
albâtre et granit, ... taillée ou sciée, à surface plane ou unie",20,1,,18,,,,,,"0,8","0,2","0,5"
3890,3740,6802910000,"-- Marbre, travertin et albâtre et ouvrages, autres que ceux simplement
taillés ou sciés et à surface plane ou unie",20,1,,18,,,,,,"0,8","0,2","0,5"
3891,3741,6802920000,"-- Pierres calcaires et ouvrages, aut. que ... taillés ou sciés et à surface
plane ou unie, à l'exclusion des marbre, travertin et albâtre",20,1,,18,,,,,,"0,8","0,2","0,5"
3892,3742,6802930000,"-- Granit et ouvrages, autres que simplement taillés ou sciés et à surface
plane ou unie",20,1,,18,,,,,,"0,8","0,2","0,5"
3893,3743,6802991000,"--- Stéatite naturelle et ouvrages, autres que simplement taillés ou sciés et à
surface plane ou unie",20,1,,18,,,,,,"0,8","0,2","0,5"
3894,3744,6802999000,"--- Autres pierres de taille ou de construction et ouvrages en ces pierres du
n° 68.02",20,1,,18,,,,,,"0,8","0,2","0,5"
3895,3745,6803000000,"Ardoise naturelle travaillée et ouvrages en ardoise naturelle ou agglomérée
(ardoisine).",20,1,,18,,,,,,"0,8","0,2","0,5"
3896,3746,6804100000,"- Meules à moudre ou à défibrer, sans bâtis, et parties, en pierres naturelles
... ou en céramique, même avec parties en autres matières",10,1,,18,,,,,,"0,8","0,2","0,5"
3897,3747,6804210000,"-- Meules et art. simil., sans bâtis, et parties, à broyer... en diamant naturel
ou synthétiq., aggloméré, même avec parties en autres mat.",10,1,,18,,,,,,"0,8","0,2","0,5"
3898,3748,6804220000,"-- Meules et art. simil., sans bâtis, et parties, à broyer...en autres abrasifs
agglomérés ou en céramique, même avec parties en autres mat.",10,1,,18,,,,,,"0,8","0,2","0,5"
3899,3749,6804230000,"-- Meules et articles similaires, sans bâtis, et parties, à broyer, aiguiser... en
pierres naturelles, même avec parties en autres matières",10,1,,18,,,,,,"0,8","0,2","0,5"
3900,3750,6804300000,"- Pierres à aiguiser ou à polir à la main, et leurs parties, en pierres
naturelles, en abrasifs naturels..., même avec parties en aut. mat.",10,1,,18,,,,,,"0,8","0,2","0,5"
3901,3751,6805100000,"- Abrasifs naturels ou artificiels en poudre ou en grains, appliqués sur tissus
en matière textile, même découpés, cousus ou autr. assemblés",10,1,,18,,,,,,"0,8","0,2","0,5"
3902,3752,6805200000,"- Abrasifs naturels ou artificiels en poudre ou en grains, appliqués sur
papier ou carton seulement, même découpés, cousus ou aut. assemblés",10,1,,18,,,,,,"0,8","0,2","0,5"
3903,3753,6805300000,"- Abrasifs naturels ou artificiels en poudre ou en grains, appliqués sur des
matières aut. que textile, papier, carton, même… aut. assemblés",10,1,,18,,,,,,"0,8","0,2","0,5"
3904,3754,6806100000,"- Laines de laitier, de scories, de roche et laines minérales similaires, même
mélangées entre elles, en masses, feuilles ou rouleaux",10,1,,18,,,,,,"0,8","0,2","0,5"
3905,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3906,3755,6806200000,"- Vermiculite expansée, argiles expansées, mousse de scories et produits
minéraux similaires expansés, même mélangés entre eux",10,1,,18,,,,,,"0,8","0,2","0,5"
3907,3756,6806900000,"- Mélanges et ouvrages en matières minérales à usages d'isolant thermiq...
pour l'absorb. du son, à l'exclu. des n° 68.11, 68.12 ou Chap. 69",20,1,,18,,,,,,"0,8","0,2","0,5"
3908,3757,6807100000,"- Ouvrages en asphalte ou en produits similaires (poix de pétrole, brais, par
exemple), en rouleaux",20,1,,18,,,,,,"0,8","0,2","0,5"
3909,3758,6807900000,"- Ouvrages en asphalte ou en produits similaires (poix de pétrole, brais, par
exemple), autres qu'en rouleaux",20,1,,18,,,,,,"0,8","0,2","0,5"
3910,3759,6808000000,"Panneaux, planches, carreaux, blocs et articles simil., en fibre végétale...ou aut. déchets de bois, agglo. avec du ciment… liants minéraux.",20,1,,18,,,,,,"0,8","0,2","0,5"
3911,3760,6809110000,"-- Planches, plaques, panneaux, carreaux et articles simil., non ornementés, en plâtre ou..., revêtus ou renforcés de papier ou de carton …",20,1,,18,,,,,,"0,8","0,2","0,5"
3912,3761,6809190000,"-- Planches, plaques, panneaux, carreaux et articles similaires, non
ornementés, en plâtre ou..., autres que ceux du n° 6809.11",20,1,,18,,,,,,"0,8","0,2","0,5"
3913,3762,6809900000,"- Autres ouvrages en plâtre ou en compositions à base de plâtre aut. que
planche, plaque, panneau, carreau et article simil., non ornementés",20,1,,18,,,,,,"0,8","0,2","0,5"
3914,3763,6810110000,"-- Blocs et briques en ciment, en béton ou en pierre artificielle, même
armés, pour la construction",20,1,,18,,,,,,"0,8","0,2","0,5"
3915,3764,6810190000,"-- Tuiles, carreaux, dalles,articles similaires, en ciment, béton ou pierre
artificielle, même armés, sauf blocs et briques pr construction",20,1,,18,,,,,,"0,8","0,2","0,5"
3916,3765,6810910000,"-- Eléments préfabriqués pour le bâtiment ou le génie civil en ciment, en
béton ou en pierre artificielle, même armés.",20,1,,18,,,,,,"0,8","0,2","0,5"
3917,3766,6810990000,"-- Autres ouvrages en ciment, en béton ou en pierre artificielle, même
armés du n° 68.10",20,1,,18,,,,,,"0,8","0,2","0,5"
3918,3767,6811401000,"-- Tuyaux, gaines et accessoires de tuyauterie en amiante-ciment pour
canalisation d'eau, contenant de l'amiante",5,1,,18,,,,,,"0,8","0,2","0,5"
3919,3768,6811409000,"-- Ouvrages contenant de l'amiante à l'exclusion des tuyaux, gaines et
accessoires de tuyauterie pour canalisation d'eau",20,1,,18,,,,,,"0,8","0,2","0,5"
3920,3769,6811810000,-- Plaques ondulées ne contenant pas d'amiante,20,1,,18,,,,,,"0,8","0,2","0,5"
3921,3770,6811820000,"-- Plaques autres qu'ondulées, panneaux, carreaux, tuiles et articles
similaires, ne contenant pas d'amiante",20,1,,18,,,,,,"0,8","0,2","0,5"
3922,3771,6811891000,"--- Tuyaux, gaines et accessoires de tuyauterie en cellulose-ciment ou
similaires, pour canalisation d'eau, ne contenant pas d'amiante",5,1,,18,,,,,,"0,8","0,2","0,5"
3923,3772,6811899000,"--- Autres ouvrages ne contenant pas d'amiante, du n° 68.11",20,1,,18,,,,,,"0,8","0,2","0,5"
3924,3773,6812800000,"- Ouvrages en crocidolite (fils, tissus, vêtements, coiffures, chaussures,
joints par ex.), même armés, aut. que ceux des n°s 68.11 ou 68.13",20,1,,18,,,,,,"0,8","0,2","0,5"
3925,3774,6812910000,"-- Vêtements et accessoires, chaussures et coiffures en amiante  ... autres
qu'en crocidolite, même armés, sauf ceux des n°s 68.11 ou 68.13",20,1,,18,,,,,,"0,8","0,2","0,5"
3926,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3927,3775,6812920000,"-- Papiers, cartons et feutres en amiante ou en mélange à base d'amiante,
aut. qu'en crocidolite, même armés,sauf ceux des n°s68.11 ou 68.13",20,1,,18,,,,,,"0,8","0,2","0,5"
3928,3776,6812930000,"-- Feuilles en amiante et élastomère comprimé, pour joints, même en
rouleaux ou armés, aut. qu'en crocidolite et ceux des n°s 68.11 ou 68.13",20,1,,18,,,,,,"0,8","0,2","0,5"
3929,3777,6812990000,"-- Amiante travaillé, en fibres; mélanges à base d'amiante ou à base
d'amiante et de carbonate de magnésium; autres ouvrages du n°68.12",20,1,,18,,,,,,"0,8","0,2","0,5"
3930,3778,6813200000,"- Garnitures de friction (...), non montées, pour organes de frottement,
contenant de l'amiante … même combinés avec d'autres matières",10,1,,18,,,,,,"0,8","0,2","0,5"
3931,3779,6813810000,"-- Garnitures de freins ne contenant pas d'amiante, non montées, pour
organes de frottement,… même combinés avec d'autres matières",10,1,,18,,,,,,"0,8","0,2","0,5"
3932,3780,6813890000,"-- Autres garnitures de friction pour organes de frottement ne contenant pas
d'amiante, du n° 68.13",10,1,,18,,,,,,"0,8","0,2","0,5"
3933,3781,6814100000,"- Plaques, feuilles et bandes en mica aggloméré ou reconstitué, même sur
support",20,1,,18,,,,,,"0,8","0,2","0,5"
3934,3782,6814900000,"- Mica travaillé, y compris le mica aggloméré ou constitué, et autres
ouvrages en mica, même sur support en autres matières",20,1,,18,,,,,,"0,8","0,2","0,5"
3935,3783,6815100000,"- Ouvrages en graphite ou en autre carbone, pour usages autres
qu'électriques",20,1,,18,,,,,,"0,8","0,2","0,5"
3936,3784,6815200000,- Ouvrages en tourbe,20,1,,18,,,,,,"0,8","0,2","0,5"
3937,3785,6815910000,"-- Ouvrages en pierres ou en autres matières minérales contenant de la
magnésite, de la dolomie ou de la chromite",20,1,,18,,,,,,"0,8","0,2","0,5"
3938,3786,6815990000,"-- Autres ouvrages en pierre ou en autres matières minérales  non
dénommés ni compris ailleurs",20,1,,18,,,,,,"0,8","0,2","0,5"
3939,3787,6901000000,"Briques, dalles, carreaux et autres pièces céramiques en farines siliceuses
fossiles (kieselguhr,...) ou en terres siliceuses analogues.",20,1,,18,,,,,,"0,8","0,2","0,5"
3940,3788,6902100000,"- Briques, dalles, carreaux et pièces céramiques..., réfractaires, aut. que
ceux du n°69.01,contenant en poids plus de 50 % en Mg, Ca ou Cr…",20,1,,18,,,,,,"0,8","0,2","0,5"
3941,3789,6902200000,"- Briques, dalles, carreaux et pièces céramiques.., réfractaires, aut. que
ceux du n°69.01, contenant en poids plus de 50% d'alumine,silice…",20,1,,18,,,,,,"0,8","0,2","0,5"
3942,3790,6902900000,"- Briques, dalles, carreaux et pièces céramiques analogues de
construction...réfractaires, autres que ceux des n°s 69.01, 6902.10 et 6902.20",20,1,,18,,,,,,"0,8","0,2","0,5"
3943,3791,6903100000,"- Articles céramiques réfractaires (cornues...), aut. que ceux des n°s 69.01,
69.02 ...contenant en poids plus de 50% de graphite, carbone,…",20,1,,18,,,,,,"0,8","0,2","0,5"
3944,3792,6903200000,"- Articles céramiques réfractaires (cornues…) aut. que des n°s 69.01,
69.02...contenant en poids plus de 50% d'alumine(...) ou...silice(...)",20,1,,18,,,,,,"0,8","0,2","0,5"
3945,3793,6903900000,"- Articles céramiques réfractaires aut. que des n°s 69.01, 69.02 ou ceux
contenant plus de 50% de graphite, ... carbone, d'alumine de silice",20,1,,18,,,,,,"0,8","0,2","0,5"
3946,3794,6904100000,"- Briques de construction en céramique autres que celles des n°69.01 et
69.02",20,1,,18,,,,,,"0,8","0,2","0,5"
3947,N°,CODE_SH,LIBELLE REVISE,DD,RST,TUB,TVA,DUS,TSB,PSV,TAI,TUF,PCS,PUA,PCC
3948,3795,6904900000,"- Hourdis, cache-poutrelles et articles similaires, en céramique",20,1,,18,,,,,,"0,8","0,2","0,5"
3949,3796,6905100000,- Tuiles en céramique,20,1,,18,,,,,,"0,8","0,2","0,5"
3950,3797,6905900000,"- Eléments de cheminée, conduits de fumée, ornements architectoniques,
en céramique, et autres poteries de bâtiment",20,1,,18,,,,,,"0,8","0,2","0,5"
3951,3798,6906000000,"Tuyaux, gouttières et accessoires de tuyauterie, en céramique.",20,1,,18,,,,,,"0,8","0,2","0,5"
3952,3799,6907210000,"-- Carreaux et dalles de pavement ou de revêtement, sauf ceux des N°s
6907.30 et 6907.40, d'un coefficient ... ou égal à 0,5%, en céramique",20,1,,18,,,,,,"0,8","0,2","0,5"
3953,3800,6907220000,"-- Carreaux et dalles de pavement ou de revêtement, sauf ceux des N°s
6907.30 et 6907.40, d'un coefficient ... ou égal à 10%, en céramique",20,1,,18,,,,,,"0,8","0,2","0,5"
3954,3801,6907230000,"-- Carreaux et dalles de pavement ou de revêtement, sauf ceux des N°s
6907.30 et 6907.40, d'un coefficient ... superieur à 10%, en céramique",20,1,,18,,,,,,"0,8","0,2","0,5"
3955,3802,6907300000,"- Cubes, dés et articles similaires pour mosaïques, autres que ceux du n°
6907.40, en céramique, même sur un support",20,1,,18,,,,,,"0,8","0,2","0,5"
3956,3803,6907400000,- Pièces de finition en céramique,20,1,,18,,,,,,"0,8","0,2","0,5"
3957,3804,6909110000,"-- Appareils et articles pour usages chimiques ou autres usages techniques,
en porcelaine",5,1,,18,,,,,,"0,8","0,2","0,5"
3958,3805,6909120000,"-- Art. pr usages chimiq. ou aut. usages techniq., dureté équivalente à 9 ou
plus sur l'échelle de Mohs, en céramiq. aut. que porcelaine",5,1,,18,,,,,,"0,8","0,2","0,5"
3959,3806,6909190000,"-- Appareils et articles pour usages chimiques ou autres usages techniques,
en céramique, autres que ceux des n°s 6909.11 et 6909.12",5,1,,18,,,,,,"0,8","0,2","0,5"
3960,3807,6909900000,"- Auges, bacs et récipients similaires pour l'économie rurale, cruchons et
récipients similaires de transport ou d'emballage, en céramique",5,1,,18,,,,,,"0,8","0,2","0,5"
3961,3808,6910100000,"- Eviers, lavabos, colonnes de lavabos, baignoires, bidets, cuvettes
d'aisance, réservoirs de chasse, urinoir et appareils ...,en porcelaine",20,1,,18,,,,,,"0,8","0,2","0,5"
3962,3809,6910900000,"- Eviers, lavabos, colonnes de lavabos, baignoires, bidets, cuvettes
d'aisance, réservoirs ...similaires, en céramiq., aut. qu'en porcelaine",20,1,,18,,,,,,"0,8","0,2","0,5"
3963,3810,6911100000,"- Articles pour le service de la table ou de la cuisine, en porcelaine",20,1,,18,,,,,,"0,8","0,2","0,5"
